Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,target
A13,48,A30,A46,2345,A64,A71,2,A92,A101,4,A121,50,A143,A151,1,A172,2,A191,A202,2
A14,24,A31,A40,678,A61,A72,1,A94,A103,2,A122,31,A141,A151,2,A171,1,A191,A201,1
A11,36,A32,A41,789,A62,A73,2,A93,A101,3,A123,33,A142,A151,3,A172,2,A191,A202,2
A12,12,A33,A42,890,A63,A74,1,A95,A103,4,A124,22,A143,A151,2,A171,1,A191,A202,1
A13,48,A34,A43,567,A64,A71,2,A92,A101,2,A121,46,A141,A151,1,A172,2,A191,A202,2
A14,24,A30,A44,3450,A65,A72,1,A94,A103,3,A122,27,A142,A151,2,A172,1,A191,A201,1
A11,36,A31,A45,234,A62,A73,2,A93,A101,2,A123,19,A143,A151,3,A172,2,A191,A202,2
A12,15,A32,A46,567,A63,A74,1,A95,A103,4,A124,35,A142,A151,2,A172,1,A191,A202,1
A13,48,A33,A40,789,A64,A71,2,A92,A101,2,A121,50,A141,A151,1,A172,2,A191,A202,2
A14,24,A34,A41,890,A65,A72,3,A94,A103,1,A122,46,A143,A151,2,A171,1,A191,A201,1
A11,36,A30,A42,567,A61,A73,2,A93,A101,3,A123,27,A142,A151,1,A172,2,A191,A202,2
A12,12,A31,A43,678,A62,A74,1,A95,A103,4,A124,31,A143,A151,2,A171,1,A191,A202,1
A13,48,A32,A44,789,A63,A71,2,A92,A101,2,A121,50,A141,A151,3,A172,2,A191,A202,2
A14,24,A33,A45,890,A64,A72,3,A94,A103,1,A122,18,A142,A151,2,A171,1,A191,A201,1
A11,36,A34,A46,1200,A65,A73,2,A93,A101,3,A123,33,A143,A151,2,A171,2,A191,A202,2
A12,15,A30,A40,234,A61,A74,1,A95,A103,4,A124,22,A141,A151,1,A171,1,A191,A202,1
A13,48,A31,A41,567,A62,A71,2,A92,A101,2,A121,46,A142,A151,2,A172,2,A191,A202,2
A14,24,A32,A42,678,A63,A72,3,A94,A103,1,A122,27,A143,A151,3,A172,1,A191,A201,1
A11,36,A33,A43,789,A64,A73,2,A93,A101,3,A123,19,A141,A151,2,A172,2,A191,A202,2
A12,12,A34,A44,890,A65,A74,1,A95,A103,4,A124,35,A142,A151,1,A172,1,A191,A202,1
A13,48,A30,A45,1200,A61,A71,2,A92,A101,2,A121,50,A143,A151,2,A171,2,A191,A202,2
A14,24,A31,A46,2345,A62,A72,3,A94,A103,1,A122,31,A142,A151,1,A172,1,A191,A201,1
A11,36,A32,A40,567,A63,A73,2,A93,A101,3,A123,27,A143,A151,2,A172,2,A191,A202,2
A12,15,A33,A41,678,A64,A74,1,A95,A103,4,A124,19,A141,A151,2,A171,1,A191,A202,1
A13,48,A34,A42,789,A65,A71,2,A92,A101,2,A121,46,A142,A151,3,A172,2,A191,A202,2
A14,24,A30,A43,890,A61,A72,3,A94,A103,1,A122,22,A143,A151,1,A171,1,A191,A201,1
A11,36,A31,A44,345,A62,A73,2,A93,A101,3,A123,35,A141,A151,2,A172,2,A191,A202,2
A12,12,A32,A45,567,A63,A74,1,A95,A103,4,A124,50,A143,A151,1,A172,1,A191,A202,1
A13,48,A33,A46,789,A64,A71,2,A92,A101,2,A121,27,A142,A151,2,A171,2,A191,A202,2
A14,24,A34,A40,890,A65,A72,3,A94,A103,1,A122,18,A141,A151,3,A171,1,A191,A201,1
A11,36,A30,A41,1234,A61,A73,2,A93,A101,3,A123,31,A142,A151,2,A172,2,A191,A202,2
A12,15,A31,A42,567,A62,A74,1,A95,A103,4,A124,33,A141,A151,1,A172,1,A191,A202,1
A13,48,A32,A43,678,A63,A71,2,A92,A101,2,A121,50,A143,A151,2,A171,2,A191,A202,2
A14,24,A33,A44,789,A64,A72,3,A94,A103,1,A122,27,A142,A151,1,A171,1,A191,A201,1
A11,36,A34,A45,890,A65,A73,2,A93,A101,3,A123,19,A143,A151,2,A172,2,A191,A202,2
A12,12,A30,A46,1200,A61,A74,1,A95,A103,4,A124,35,A141,A151,2,A171,1,A191,A202,1
A13,48,A31,A40,2345,A62,A71,2,A92,A101,2,A121,46,A143,A151,1,A172,2,A191,A202,2
A14,24,A32,A41,567,A63,A72,3,A94,A103,1,A122,31,A141,A151,2,A171,1,A191,A201,1
A11,24,A30,A41,1000,A62,A71,3,A94,A101,4,A122,20,A143,A151,1,A171,1,A191,A201,2
A12,36,A31,A42,1500,A63,A72,2,A93,A103,2,A121,25,A141,A151,2,A172,2,A191,A202,1
A14,12,A34,A43,800,A64,A74,1,A95,A101,1,A124,15,A142,A151,3,A171,1,A191,A201,2
A13,48,A32,A44,1200,A61,A75,3,A92,A101,3,A123,30,A143,A151,2,A172,2,A191,A202,1
A11,15,A33,A45,300,A65,A71,4,A94,A103,2,A122,35,A142,A151,1,A172,1,A191,A201,2
A12,36,A30,A46,2000,A62,A72,1,A93,A101,1,A121,50,A141,A151,2,A173,2,A191,A202,1
A13,24,A31,A40,1500,A63,A73,2,A92,A101,3,A123,20,A142,A151,1,A172,1,A191,A201,2
A14,48,A32,A41,700,A64,A74,1,A95,A103,2,A124,40,A141,A151,3,A172,2,A191,A202,1
A11,12,A33,A42,1300,A61,A71,3,A94,A101,1,A122,25,A143,A151,2,A171,1,A191,A202,2
A12,36,A34,A43,1100,A63,A72,2,A93,A103,4,A123,15,A141,A151,1,A172,2,A191,A202,1
A13,15,A30,A44,900,A65,A74,1,A92,A101,3,A124,35,A142,A151,3,A171,1,A191,A201,2
A14,48,A31,A45,2200,A62,A75,3,A95,A101,2,A121,50,A141,A151,2,A172,2,A191,A202,1
A11,12,A32,A46,1600,A63,A71,2,A94,A103,1,A122,30,A143,A151,1,A171,1,A191,A202,2
A12,36,A33,A40,1400,A64,A72,4,A93,A101,2,A123,25,A141,A151,2,A172,2,A191,A202,1
A13,15,A34,A41,800,A61,A73,1,A92,A103,3,A124,20,A143,A151,3,A171,1,A191,A201,2
A14,48,A30,A42,2000,A65,A74,2,A95,A101,1,A121,35,A142,A151,2,A172,2,A191,A202,1
A11,24,A31,A43,1100,A62,A75,3,A94,A101,4,A122,40,A141,A151,1,A172,1,A191,A202,2
A12,12,A32,A44,700,A63,A71,2,A93,A103,2,A123,15,A142,A151,3,A171,1,A191,A201,1
A13,36,A33,A45,1300,A64,A72,1,A92,A101,3,A124,50,A141,A151,2,A172,2,A191,A202,2
A14,15,A34,A46,2100,A61,A73,2,A95,A101,2,A121,25,A143,A151,1,A171,1,A191,A201,1
A11,48,A30,A40,900,A63,A74,3,A94,A103,1,A122,35,A142,A151,2,A172,2,A191,A202,2
A12,12,A31,A41,1700,A65,A75,1,A93,A101,3,A123,50,A141,A151,1,A172,1,A191,A202,1
A13,24,A32,A42,1200,A62,A71,2,A92,A101,2,A124,30,A143,A151,2,A171,2,A191,A201,2
A14,36,A33,A43,800,A63,A72,4,A95,A103,1,A121,25,A142,A151,1,A172,1,A191,A202,1
A11,15,A34,A44,2000,A64,A73,3,A94,A101,3,A123,20,A141,A151,2,A172,2,A191,A202,2
A12,48,A30,A45,1100,A61,A74,2,A93,A101,1,A124,35,A143,A151,1,A171,1,A191,A201,1
A13,12,A31,A46,700,A65,A75,1,A92,A103,3,A121,50,A142,A151,2,A172,2,A191,A202,2
A14,24,A32,A40,1300,A62,A71,4,A95,A101,2,A122,30,A141,A151,3,A172,1,A191,A201,1
A11,36,A33,A41,2100,A63,A72,2,A94,A103,1,A123,25,A142,A151,2,A172,2,A191,A202,2
A12,15,A34,A42,900,A64,A73,3,A93,A101,3,A124,40,A141,A151,1,A171,1,A191,A202,1
A13,48,A30,A43,1700,A65,A74,1,A92,A103,2,A121,15,A142,A151,2,A172,2,A191,A201,2
A14,12,A31,A44,1100,A62,A75,2,A95,A101,4,A122,50,A141,A151,1,A171,1,A191,A202,1
A11,24,A32,A45,800,A63,A71,3,A94,A103,1,A123,30,A143,A151,2,A172,2,A191,A202,2
A12,36,A33,A46,1200,A64,A72,2,A93,A101,2,A124,15,A141,A151,1,A171,1,A191,A201,1
A13,15,A34,A40,2000,A61,A73,4,A92,A103,3,A121,35,A142,A151,2,A172,2,A191,A202,2
A14,48,A30,A41,1100,A63,A74,2,A95,A101,1,A122,50,A141,A151,3,A171,1,A191,A201,1
A11,12,A31,A42,700,A64,A75,1,A93,A101,3,A123,20,A142,A151,2,A172,2,A191,A202,2
A12,24,A32,A43,1300,A65,A71,2,A92,A103,2,A124,25,A141,A151,1,A171,1,A191,A202,1
A13,36,A33,A44,1700,A62,A72,3,A94,A101,4,A121,30,A143,A151,2,A172,2,A191,A202,2
A14,15,A34,A45,900,A63,A73,2,A93,A101,1,A123,35,A141,A151,1,A171,1,A191,A201,1
A11,48,A30,A46,2200,A64,A74,4,A95,A103,3,A124,50,A142,A151,2,A172,2,A191,A202,2
A12,12,A31,A40,1100,A61,A75,1,A94,A101,2,A121,15,A141,A151,1,A171,1,A191,A201,1
A13,24,A32,A41,1400,A63,A71,2,A93,A103,4,A122,50,A142,A151,3,A172,2,A191,A202,2
A14,36,A33,A42,1000,A62,A72,2,A92,A101,1,A123,30,A141,A151,2,A171,1,A191,A201,1
A11,15,A34,A43,900,A64,A73,1,A94,A101,2,A124,25,A142,A151,2,A172,2,A191,A202,2
A12,48,A30,A44,1300,A65,A74,3,A93,A103,1,A121,40,A141,A151,1,A171,1,A191,A201,1
A13,12,A31,A45,1200,A62,A75,4,A92,A101,3,A123,35,A142,A151,2,A172,2,A191,A202,2
A14,24,A32,A46,1100,A63,A71,2,A95,A101,2,A124,50,A141,A151,1,A171,1,A191,A201,1
A11,36,A33,A40,700,A64,A72,1,A94,A103,4,A121,20,A142,A151,2,A172,2,A191,A202,2
A12,15,A34,A41,1300,A61,A73,2,A93,A101,2,A123,25,A141,A151,1,A171,1,A191,A201,1
A13,48,A30,A42,2000,A63,A74,3,A92,A101,3,A124,30,A142,A151,2,A172,2,A191,A202,2
A14,12,A31,A43,1100,A64,A75,4,A95,A103,1,A121,35,A141,A151,3,A171,1,A191,A201,1
A11,24,A32,A44,700,A65,A71,1,A94,A101,2,A122,50,A142,A151,2,A172,2,A191,A202,2
A12,36,A33,A45,900,A62,A72,2,A93,A101,3,A123,15,A141,A151,1,A171,1,A191,A201,1
A13,15,A34,A46,1400,A63,A73,4,A92,A103,2,A124,50,A142,A151,3,A172,2,A191,A202,2
A14,48,A30,A40,800,A64,A74,1,A95,A101,1,A121,30,A141,A151,2,A171,1,A191,A201,1
A11,12,A31,A41,2000,A65,A75,2,A94,A103,4,A122,25,A141,A151,3,A172,2,A191,A202,2
A12,24,A32,A42,1100,A62,A71,1,A93,A101,3,A123,40,A141,A151,1,A171,1,A191,A201,1
A13,36,A33,A43,1300,A63,A72,2,A92,A101,2,A124,50,A141,A151,2,A172,2,A191,A202,2
A14,15,A34,A44,1200,A64,A73,4,A95,A103,1,A121,15,A141,A151,1,A171,1,A191,A201,1
A11,48,A30,A45,1000,A61,A74,2,A94,A101,3,A122,35,A141,A151,3,A172,2,A191,A202,2
A12,12,A31,A46,900,A63,A75,1,A93,A103,4,A123,50,A141,A151,1,A171,1,A191,A201,1
A13,24,A32,A40,1100,A64,A71,2,A92,A101,1,A124,20,A141,A151,2,A172,2,A191,A202,2
A14,36,A33,A41,1300,A65,A72,3,A95,A103,2,A121,25,A141,A151,1,A171,1,A191,A201,1
A11,15,A34,A42,1700,A62,A73,4,A94,A101,3,A122,30,A141,A151,2,A172,2,A191,A202,2
A12,48,A30,A43,1200,A63,A74,1,A93,A103,2,A123,35,A141,A151,1,A171,1,A191,A201,1
A13,12,A31,A44,900,A64,A75,2,A92,A101,4,A124,50,A141,A151,3,A172,2,A191,A202,2
A14,24,A32,A45,1100,A65,A71,1,A95,A103,1,A121,15,A141,A151,1,A171,1,A191,A201,1
A11,36,A33,A46,1400,A62,A72,2,A94,A101,2,A122,50,A141,A151,2,A172,2,A191,A202,2
A12,15,A34,A40,2000,A63,A73,4,A93,A103,3,A123,20,A141,A151,1,A171,1,A191,A201,1
A13,48,A30,A41,1100,A64,A74,2,A92,A101,4,A124,35,A141,A151,3,A172,2,A191,A202,2
A14,12,A31,A42,900,A61,A75,1,A95,A101,1,A121,50,A141,A151,1,A171,1,A191,A201,1
A11,24,A32,A43,1200,A62,A71,2,A94,A103,2,A122,15,A141,A151,3,A172,2,A191,A202,2
A12,36,A33,A44,800,A63,A72,4,A93,A101,1,A123,30,A141,A151,1,A171,1,A191,A201,1
A13,15,A34,A45,1300,A64,A73,2,A92,A101,3,A124,50,A141,A151,2,A172,2,A191,A202,2
A14,48,A30,A46,1000,A65,A74,1,A95,A103,4,A121,35,A141,A151,3,A172,1,A191,A201,1
A11,12,A31,A40,700,A62,A75,2,A94,A101,2,A122,20,A141,A151,1,A172,2,A191,A202,2
A12,24,A32,A41,1400,A63,A71,4,A93,A103,3,A123,25,A141,A151,3,A171,1,A191,A201,1
A13,36,A33,A42,1100,A64,A72,1,A92,A101,2,A124,30,A141,A151,1,A171,1,A191,A202,2
A14,15,A34,A43,900,A61,A73,2,A95,A101,4,A121,50,A141,A151,3,A171,2,A191,A202,1
A11,15,A31,A44,800,A62,A72,3,A94,A103,2,A122,35,A142,A151,1,A172,1,A191,A202,2
A12,48,A32,A45,1500,A63,A73,2,A93,A101,1,A123,25,A141,A151,2,A172,2,A191,A201,1
A13,24,A33,A46,2000,A64,A74,4,A92,A103,3,A124,50,A143,A151,3,A171,1,A191,A202,2
A14,12,A34,A40,900,A65,A75,1,A95,A101,4,A121,20,A141,A151,1,A171,1,A191,A201,1
A11,36,A30,A41,1100,A61,A71,2,A94,A103,2,A122,30,A142,A151,2,A172,2,A191,A202,2
A12,15,A31,A42,700,A62,A72,3,A93,A101,1,A123,35,A141,A151,1,A171,1,A191,A202,1
A13,48,A32,A43,1300,A63,A73,4,A92,A101,4,A124,50,A143,A151,3,A172,2,A191,A202,2
A14,12,A33,A44,800,A64,A74,2,A95,A101,2,A121,15,A141,A151,1,A171,1,A191,A201,1
A11,24,A34,A45,1700,A65,A75,1,A94,A103,3,A122,25,A142,A151,2,A172,2,A191,A202,2
A12,36,A30,A46,1400,A61,A71,2,A93,A101,1,A123,40,A141,A151,3,A171,1,A191,A201,1
A13,15,A31,A40,1000,A62,A72,3,A92,A103,2,A124,30,A142,A151,2,A172,2,A191,A202,2
A14,48,A32,A41,900,A63,A73,1,A95,A101,4,A121,50,A141,A151,1,A171,1,A191,A201,1
A11,12,A33,A42,1200,A64,A74,2,A94,A103,3,A122,20,A143,A151,3,A171,2,A191,A202,2
A12,24,A34,A43,700,A65,A75,4,A93,A101,1,A123,25,A141,A151,1,A171,1,A191,A201,1
A13,36,A30,A44,1300,A61,A71,2,A92,A103,2,A124,40,A141,A151,2,A171,2,A191,A202,2
A14,15,A31,A45,1500,A62,A72,3,A95,A101,3,A121,30,A141,A151,3,A172,1,A191,A201,1
A11,48,A32,A46,2000,A63,A73,2,A94,A103,4,A122,50,A143,A151,2,A171,2,A191,A202,2
A12,12,A33,A40,900,A64,A74,1,A93,A101,1,A123,20,A141,A151,1,A171,1,A191,A201,1
A13,24,A34,A41,1100,A65,A75,3,A92,A103,3,A124,35,A141,A151,2,A171,2,A191,A202,2
A14,36,A30,A42,700,A61,A71,2,A95,A101,2,A121,50,A143,A151,3,A171,1,A191,A201,1
A11,15,A31,A43,1200,A62,A72,1,A94,A103,3,A122,30,A141,A151,1,A171,1,A191,A202,2
A12,48,A32,A44,800,A63,A73,2,A93,A101,2,A123,25,A141,A151,2,A171,2,A191,A202,1
A13,12,A33,A45,1400,A64,A74,3,A92,A101,4,A124,40,A141,A151,3,A172,1,A191,A201,2
A14,24,A34,A46,1000,A65,A75,1,A95,A101,1,A121,15,A141,A151,2,A171,2,A191,A202,1
A11,36,A30,A40,1700,A61,A71,2,A94,A103,3,A122,25,A141,A151,1,A171,1,A191,A201,2
A12,15,A31,A41,900,A62,A72,1,A93,A101,2,A123,30,A141,A151,2,A171,2,A191,A202,1
A13,48,A32,A42,2000,A63,A73,4,A92,A101,4,A124,50,A141,A151,3,A172,1,A191,A201,2
A14,12,A33,A43,1100,A64,A74,2,A95,A101,1,A121,20,A141,A151,1,A171,1,A191,A202,1
A11,24,A34,A44,800,A65,A75,3,A94,A103,2,A122,35,A141,A151,2,A171,2,A191,A202,2
A12,36,A30,A45,1500,A61,A71,1,A93,A101,3,A123,50,A141,A151,3,A171,1,A191,A201,1
A13,15,A31,A46,1400,A62,A72,2,A92,A103,1,A124,30,A141,A151,1,A171,1,A191,A202,2
A14,48,A32,A40,1000,A63,A73,4,A95,A101,2,A121,25,A143,A151,2,A171,2,A191,A202,1
A11,12,A33,A41,2000,A64,A74,1,A94,A103,3,A122,40,A143,A151,1,A171,1,A191,A201,2
A12,24,A34,A42,900,A65,A75,2,A93,A101,2,A123,15,A141,A151,3,A171,2,A191,A202,1
A13,36,A30,A43,1300,A61,A71,3,A92,A103,1,A124,50,A141,A151,1,A171,1,A191,A202,2
A14,15,A31,A44,700,A62,A72,4,A95,A101,2,A121,20,A141,A151,2,A171,2,A191,A202,1
A11,48,A32,A45,1200,A63,A73,1,A94,A103,3,A122,35,A141,A151,1,A171,1,A191,A201,2
A12,12,A33,A46,1100,A64,A74,2,A93,A101,2,A123,50,A141,A151,3,A171,2,A191,A202,1
A13,24,A34,A40,1400,A65,A75,4,A92,A103,1,A124,30,A143,A151,1,A171,1,A191,A201,2
A14,36,A30,A41,1000,A61,A71,2,A95,A101,2,A121,25,A143,A151,2,A171,2,A191,A202,1
A11,15,A31,A42,1700,A62,A72,3,A94,A103,3,A122,40,A143,A151,3,A171,1,A191,A201,2
A12,48,A32,A43,900,A63,A73,1,A93,A101,2,A123,15,A143,A151,1,A171,1,A191,A202,1
A13,12,A33,A44,2000,A64,A74,2,A92,A103,1,A124,50,A143,A151,2,A171,2,A191,A202,2
A14,24,A34,A45,1100,A65,A75,3,A95,A101,3,A121,20,A143,A151,1,A171,1,A191,A201,1
A11,36,A30,A46,1500,A61,A71,1,A94,A103,4,A122,35,A143,A151,2,A171,2,A191,A202,2
A12,15,A31,A40,700,A62,A72,2,A93,A101,1,A123,50,A143,A151,1,A171,1,A191,A201,1
A13,48,A32,A41,1300,A63,A73,3,A92,A103,3,A124,30,A141,A151,2,A171,2,A191,A202,2
A14,12,A33,A42,1000,A64,A74,1,A95,A101,2,A121,25,A141,A151,3,A171,1,A191,A201,1
A11,24,A34,A43,1700,A65,A75,4,A94,A103,1,A122,20,A141,A151,1,A171,1,A191,A202,2
A12,36,A30,A44,900,A61,A71,2,A93,A101,3,A123,35,A141,A151,2,A171,2,A191,A202,1
A13,15,A31,A45,1100,A62,A72,1,A92,A103,2,A124,50,A141,A151,3,A171,1,A191,A201,2
A14,48,A32,A46,1400,A63,A73,2,A95,A101,4,A121,15,A141,A151,1,A171,1,A191,A202,1
A11,12,A33,A40,1000,A64,A74,3,A94,A103,3,A122,50,A141,A151,2,A171,2,A191,A201,2
A12,24,A34,A41,700,A65,A75,1,A93,A101,2,A123,20,A141,A151,1,A171,1,A191,A201,1
A13,36,A30,A42,1200,A61,A71,2,A92,A103,4,A124,35,A141,A151,3,A171,2,A191,A202,2
A14,15,A31,A43,900,A62,A72,1,A95,A101,3,A121,15,A141,A151,2,A171,1,A191,A201,1
A11,48,A32,A44,1400,A63,A73,2,A94,A103,1,A122,25,A141,A151,1,A171,1,A191,A202,2
A12,12,A33,A45,1000,A64,A74,3,A93,A101,2,A123,50,A141,A151,2,A171,2,A191,A202,1
A13,24,A34,A46,1100,A65,A75,1,A92,A103,3,A124,30,A141,A151,1,A171,1,A191,A201,1
A14,36,A30,A40,700,A61,A71,4,A95,A101,4,A121,20,A141,A151,2,A171,2,A191,A202,2
A11,15,A31,A41,1300,A62,A72,1,A94,A103,2,A122,35,A141,A151,1,A171,1,A191,A201,1
A12,48,A32,A42,1700,A63,A73,2,A93,A101,3,A123,50,A141,A151,2,A171,2,A191,A202,2
A13,12,A33,A43,900,A64,A74,3,A92,A103,4,A124,15,A141,A151,3,A171,1,A191,A201,1
A14,24,A34,A44,1500,A65,A75,2,A95,A101,1,A121,50,A141,A151,1,A171,1,A191,A202,2
A11,36,A30,A45,1400,A61,A71,3,A94,A103,2,A122,20,A141,A151,2,A171,2,A191,A201,1
A12,15,A31,A46,1000,A62,A72,4,A93,A101,3,A123,25,A141,A151,1,A171,1,A191,A201,1
A13,48,A32,A40,700,A63,A73,1,A92,A103,2,A124,35,A141,A151,3,A171,2,A191,A202,2
A14,12,A33,A41,1200,A64,A74,2,A95,A101,3,A121,50,A141,A151,1,A171,1,A191,A201,1
A11,24,A34,A42,900,A65,A75,4,A94,A103,1,A122,15,A141,A151,2,A171,2,A191,A202,2
A12,36,A30,A43,1100,A61,A71,2,A93,A101,2,A123,20,A141,A151,1,A171,1,A191,A201,1
A13,15,A31,A44,1500,A62,A72,1,A92,A103,4,A124,35,A141,A151,2,A171,2,A191,A202,2
A14,48,A32,A45,1400,A63,A73,3,A95,A101,2,A121,50,A141,A151,3,A171,1,A191,A201,1
A11,12,A33,A46,1000,A64,A74,1,A94,A103,3,A122,25,A141,A151,1,A171,1,A191,A201,2
A12,24,A34,A40,1700,A65,A75,4,A93,A101,2,A123,30,A141,A151,2,A171,2,A191,A202,1
A13,36,A30,A41,900,A61,A71,1,A92,A103,1,A124,50,A141,A151,3,A171,1,A191,A201,1
A14,15,A31,A42,700,A62,A72,2,A95,A101,3,A121,20,A141,A151,1,A171,1,A191,A201,2
A11,48,A32,A43,1300,A63,A73,4,A94,A103,2,A122,35,A141,A151,2,A171,2,A191,A202,1
A12,12,A33,A44,1100,A64,A74,1,A93,A101,1,A123,50,A141,A151,3,A171,1,A191,A201,2
A13,24,A34,A45,800,A65,A75,3,A92,A103,2,A124,15,A141,A151,1,A171,1,A191,A201,1
A14,36,A30,A46,1500,A61,A71,4,A95,A101,3,A121,50,A141,A151,2,A171,2,A191,A202,2
A11,24,A33,A40,1200,A62,A71,2,A92,A101,2,A122,15,A141,A151,1,A171,2,A191,A201,2
A12,36,A34,A41,1100,A63,A72,3,A93,A102,1,A123,20,A142,A151,2,A172,1,A191,A202,1
A13,15,A31,A42,900,A64,A73,4,A94,A103,3,A124,25,A143,A152,3,A173,1,A192,A201,2
A14,48,A32,A43,1400,A65,A74,1,A95,A101,4,A121,50,A141,A153,2,A174,2,A191,A202,1
A11,12,A30,A44,1300,A61,A75,2,A94,A102,3,A122,35,A142,A152,1,A172,1,A191,A201,2
A12,24,A33,A45,700,A62,A71,1,A93,A101,1,A123,30,A141,A151,2,A173,2,A192,A202,2
A13,36,A34,A46,1700,A63,A72,2,A92,A102,2,A124,15,A143,A153,3,A174,1,A191,A201,1
A14,15,A31,A40,1500,A64,A73,3,A94,A103,1,A121,25,A141,A151,2,A171,2,A191,A202,2
A11,48,A32,A41,800,A65,A74,4,A95,A101,2,A122,50,A142,A153,1,A172,1,A192,A201,1
A12,12,A30,A42,1000,A61,A75,1,A94,A102,3,A123,35,A141,A152,2,A173,2,A191,A202,2
A13,24,A33,A43,2000,A62,A71,2,A93,A101,4,A124,20,A143,A151,3,A174,1,A192,A201,1
A14,36,A34,A44,900,A63,A72,1,A92,A102,2,A121,30,A141,A153,2,A171,1,A191,A202,2
A11,15,A31,A45,1100,A64,A73,3,A94,A103,3,A122,40,A142,A151,1,A172,2,A191,A202,1
A12,48,A32,A46,1400,A65,A74,2,A95,A101,2,A123,50,A141,A152,2,A173,1,A192,A201,2
A13,12,A30,A40,900,A61,A75,1,A94,A102,1,A124,15,A143,A153,3,A174,2,A191,A202,2
A14,24,A33,A41,1300,A62,A71,2,A93,A101,2,A121,25,A141,A151,2,A171,1,A192,A201,1
A11,36,A34,A42,1500,A63,A72,3,A92,A102,3,A122,50,A142,A152,1,A172,2,A191,A202,2
A12,15,A31,A43,700,A64,A73,1,A94,A101,4,A123,30,A141,A153,2,A173,1,A192,A201,2
A13,48,A32,A44,1200,A65,A74,2,A93,A102,1,A124,35,A143,A151,3,A174,2,A191,A202,1
A14,12,A30,A45,1000,A61,A75,3,A92,A103,2,A121,40,A141,A152,1,A171,2,A191,A201,2
A11,24,A33,A46,900,A62,A71,4,A94,A101,1,A122,20,A142,A153,2,A172,1,A192,A202,2
A12,36,A34,A40,1300,A63,A72,1,A93,A102,3,A123,50,A141,A151,1,A173,2,A191,A202,1
A13,15,A31,A41,1500,A64,A73,2,A92,A101,2,A124,25,A142,A152,2,A174,1,A192,A201,2
A14,48,A32,A42,1700,A65,A74,3,A94,A102,1,A121,30,A143,A153,3,A171,2,A191,A202,1
A11,12,A30,A43,700,A61,A75,2,A93,A101,4,A122,35,A141,A151,2,A172,1,A192,A201,2
A12,24,A33,A44,900,A62,A71,1,A92,A102,2,A123,40,A142,A152,1,A173,2,A191,A202,1
A13,36,A34,A45,1100,A63,A72,3,A94,A101,3,A124,50,A141,A153,2,A174,1,A191,A202,2
A14,15,A31,A46,1400,A64,A73,2,A93,A102,1,A121,15,A142,A151,3,A171,2,A192,A201,1
A11,48,A32,A40,1000,A65,A74,4,A94,A101,2,A122,25,A141,A152,1,A172,1,A191,A202,2
A12,12,A30,A41,1300,A61,A75,2,A93,A102,3,A123,50,A141,A153,2,A173,2,A191,A202,1
A13,24,A33,A42,1500,A62,A71,1,A92,A101,1,A124,20,A142,A151,3,A174,1,A192,A201,2
A14,36,A34,A43,1700,A63,A72,2,A94,A102,2,A121,30,A143,A152,2,A171,2,A191,A202,1
A11,15,A31,A44,800,A64,A73,3,A93,A101,3,A122,35,A141,A151,1,A172,1,A192,A201,2
A12,48,A32,A45,1000,A65,A74,1,A92,A102,1,A123,40,A142,A152,2,A173,2,A191,A202,1
A13,12,A30,A46,1200,A61,A75,2,A94,A101,4,A124,50,A143,A153,3,A174,1,A191,A202,2
A14,24,A33,A40,1400,A62,A71,2,A93,A102,1,A121,15,A141,A151,2,A171,2,A192,A201,1
A11,36,A34,A41,900,A63,A72,3,A92,A101,2,A122,25,A142,A152,1,A172,1,A191,A202,2
A12,15,A31,A42,1100,A64,A73,1,A94,A102,3,A123,30,A143,A153,2,A173,2,A191,A202,1
A13,48,A32,A43,700,A65,A74,2,A93,A101,1,A124,35,A141,A151,3,A174,1,A192,A201,2
A14,12,A30,A44,1500,A61,A75,2,A92,A102,2,A121,50,A141,A152,1,A171,2,A191,A202,1
A11,24,A33,A45,1000,A62,A71,4,A94,A101,1,A122,20,A142,A153,2,A172,1,A192,A201,2
A12,36,A34,A46,1300,A63,A72,1,A93,A102,3,A123,50,A141,A151,1,A173,2,A191,A202,1
A13,15,A31,A40,900,A64,A73,2,A92,A101,2,A124,15,A142,A152,2,A174,1,A192,A201,2
A14,48,A32,A41,1100,A65,A74,3,A94,A101,1,A121,30,A141,A153,3,A171,2,A191,A202,1
A11,12,A30,A42,1200,A61,A75,2,A93,A102,2,A122,35,A143,A151,1,A172,1,A192,A201,2
A12,24,A33,A43,1400,A62,A71,1,A92,A101,4,A123,40,A141,A152,2,A173,2,A191,A202,1
A13,36,A34,A44,1500,A63,A72,3,A94,A102,3,A124,50,A142,A153,2,A174,1,A191,A202,2
A14,15,A31,A45,1700,A64,A73,2,A93,A101,1,A121,15,A143,A151,3,A171,2,A192,A201,1
A11,48,A32,A46,800,A65,A74,1,A92,A101,2,A122,25,A141,A152,2,A172,1,A191,A202,2
A12,12,A30,A40,1000,A61,A75,3,A94,A102,1,A123,30,A142,A153,2,A173,2,A191,A202,1
A13,24,A33,A41,1300,A62,A71,2,A93,A101,3,A124,50,A143,A151,1,A174,1,A192,A201,2
