Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,target
A13,27,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,400,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,900,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2100,A62,A73,2,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A42,500,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1100,A65,A75,3,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,1,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,500,A61,A71,2,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1200,A65,A75,3,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3500,A63,A74,4,A94,A102,3,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,23,A30,A44,600,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1400,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2600,A62,A73,6,A93,A101,2,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,400,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,900,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2100,A62,A73,2,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A42,500,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1100,A65,A75,3,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,1,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,500,A61,A71,2,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1200,A65,A75,3,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3500,A63,A74,4,A94,A102,3,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,23,A30,A44,600,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1400,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2600,A62,A73,6,A93,A101,2,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,400,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,900,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2100,A62,A73,2,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A42,500,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1100,A65,A75,3,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,1,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,500,A61,A71,2,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1200,A65,A75,3,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3500,A63,A74,4,A94,A102,3,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,23,A30,A44,600,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1400,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2600,A62,A73,6,A93,A101,2,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,400,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,900,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2100,A62,A73,2,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A42,500,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1100,A65,A75,3,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,1,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,500,A61,A71,2,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1200,A65,A75,3,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3500,A63,A74,4,A94,A102,3,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,23,A30,A44,600,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1400,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2600,A62,A73,6,A93,A101,2,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,400,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,900,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2100,A62,A73,2,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A42,500,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1100,A65,A75,3,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,1,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,500,A61,A71,2,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1200,A65,A75,3,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3500,A63,A74,4,A94,A102,3,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,23,A30,A44,600,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1400,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2600,A62,A73,6,A93,A101,2,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,400,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,900,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2100,A62,A73,2,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A42,500,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1100,A65,A75,3,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,1,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,500,A61,A71,2,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1200,A65,A75,3,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3500,A63,A74,4,A94,A102,3,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,23,A30,A44,600,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1400,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2600,A62,A73,6,A93,A101,2,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,400,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,900,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2100,A62,A73,2,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A42,500,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1100,A65,A75,3,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,1,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,500,A61,A71,2,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1200,A65,A75,3,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3500,A63,A74,4,A94,A102,3,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,23,A30,A44,600,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1400,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2600,A62,A73,6,A93,A101,2,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,400,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,900,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2100,A62,A73,2,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A42,500,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1100,A65,A75,3,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,1,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,23,A32,A40,3400,A63,A74,4,A94,A102,3,A121,29,A141,A151,2,A173,1,A191,A202,1
A11,25,A30,A42,400,A61,A71,3,A91,A101,5,A124,36,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,1000,A65,A75,1,A95,A103,1,A122,40,A142,A151,1,A171,1,A191,A202,1
A12,21,A34,A46,2000,A62,A73,6,A93,A101,2,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3300,A63,A74,4,A94,A102,1,A121,30,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,500,A61,A71,2,A91,A101,5,A124,33,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1200,A65,A75,3,A95,A103,1,A122,36,A142,A151,1,A171,1,A191,A202,1
A12,28,A34,A46,2500,A62,A73,6,A93,A101,2,A123,30,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3500,A63,A74,4,A94,A102,3,A121,28,A141,A151,2,A173,1,A191,A202,1
A11,23,A30,A44,600,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1400,A65,A75,1,A95,A103,1,A122,33,A142,A151,1,A171,1,A191,A202,1
A12,31,A34,A46,2600,A62,A73,6,A93,A101,2,A123,35,A143,A152,1,A174,1,A191,A201,2
A13,27,A32,A40,3200,A63,A74,4,A94,A102,1,A121,31,A141,A151,2,A173,1,A191,A202,1
A11,22,A30,A42,400,A61,A71,3,A91,A101,5,A124,30,A143,A152,1,A172,1,A192,A201,2
A14,18,A33,A41,900,A65,A75,1,A95,A103,1,A122,39,A142,A151,1,A171,1,A191,A202,1
A12,25,A34,A46,2100,A62,A73,2,A93,A101,6,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,24,A32,A40,3100,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,28,A30,A42,500,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1100,A65,A75,3,A95,A103,1,A122,38,A142,A151,1,A171,1,A191,A202,1
A12,24,A34,A46,2700,A62,A73,2,A93,A101,6,A123,37,A143,A152,1,A174,1,A191,A201,2
A13,29,A32,A40,3000,A63,A74,4,A94,A102,1,A121,39,A141,A151,2,A173,1,A191,A202,1
A11,21,A30,A42,400,A61,A71,3,A91,A101,5,A124,32,A143,A152,1,A172,1,A192,A201,2
A14,19,A33,A41,1000,A65,A75,1,A95,A103,1,A122,37,A142,A151,1,A171,1,A191,A202,1
A12,27,A34,A46,2200,A62,A73,6,A93,A101,2,A123,31,A143,A152,1,A174,1,A191,A201,2
A13,25,A32,A40,3200,A63,A74,4,A94,A102,1,A121,35,A141,A151,2,A173,1,A191,A202,1
A11,18,A30,A44,400,A61,A71,2,A91,A101,5,A124,38,A143,A152,1,A172,1,A192,A201,2
A14,20,A33,A41,1200,A65,A75,3,A95,A103,1,A122,31,A142,A151,1,A171,1,A191,A202,1
A12,26,A34,A46,2100,A62,A73,1,A93,A101,6,A123,30,A143,A152,1,A174,1,A191,A201,2
